Act II Butter Lovers Popcorn, 6 CT, 16.5 OZ	https://www.cvs.com/shop/act-ii-butter-lovers-popcorn-6-ct-16-5-oz-prodid-847847
Airheads Spooky Halloween Mix with Assorted Candy, Pops and Chewy Mints, 65 CT, 26.6 OZ	https://www.cvs.com/shop/airheads-spooky-halloween-mix-with-assorted-candy-pops-and-chewy-mints-65-ct-26-6-oz-prodid-826483
Airheads Xtreme Bites, 9 OZ	https://www.cvs.com/shop/airheads-xtreme-bites-9-oz-prodid-568932
Archer Original Turkey Mini Sticks, 16 CT, 8 OZ	https://www.cvs.com/shop/archer-original-turkey-mini-sticks-16-ct-8-oz-prodid-825419
Baby Ruth, 100 Grand, Butterfinger, Crunch, Assorted Candy Bag, 100 CT, 32.2 OZ	https://www.cvs.com/shop/baby-ruth-100-grand-butterfinger-crunch-assorted-candy-bag-100-ct-32-2-oz-prodid-363528
Black Riffle Coffee Company Tactisquatch Coffee Rounds, Dark Roast, 12 CT, 4.68 OZ	https://www.cvs.com/shop/black-riffle-coffee-company-tactisquatch-coffee-rounds-dark-roast-12-ct-4-68-oz-prodid-688008
Black Riffle Coffee Company, Tactisquatch Ground Coffee, 7 OZ	https://www.cvs.com/shop/black-riffle-coffee-company-tactisquatch-ground-coffee-7-oz-prodid-688100
Black Rifle Coffee Company Just Black Coffee Rounds, Medium Roast, 12 CT, 4.68 OZ	https://www.cvs.com/shop/black-rifle-coffee-company-just-black-coffee-rounds-medium-roast-12-ct-4-68-oz-prodid-811092
Bobo's Strawberry Peanut and Butter Oat Sandwich, 5 CT, 10.5 OZ	https://www.cvs.com/shop/bobo-s-strawberry-peanut-and-butter-oat-sandwich-5-ct-10-5-oz-prodid-811028
Brach's Mellowcreme Autumn Mix Bag, 11 OZ	https://www.cvs.com/shop/brach-s-mellowcreme-autumn-mix-bag-11-oz-prodid-804335
Coca-Cola Soda Soft Drink, Cans, 12 ct, 12 oz	https://www.cvs.com/shop/coca-cola-soda-soft-drink-cans-12-ct-12-oz-prodid-1190766
Dunkin' Coffee K-Cups, Original Blend Medium Roast, 32 ct,	https://www.cvs.com/shop/dunkin-coffee-k-cups-original-blend-medium-roast-32-ct-prodid-393303
Dunkin' Ground Coffee, Original Blend Medium Roast, 18 oz	https://www.cvs.com/shop/dunkin-ground-coffee-original-blend-medium-roast-18-oz-prodid-287774
Folgers Ground Coffee Classic Roast, 25.9 OZ	https://www.cvs.com/shop/folgers-ground-coffee-classic-roast-25-9-oz-prodid-110807
Folgers Instant Coffee Crystals, Classic Roast, 8 oz	https://www.cvs.com/shop/folgers-instant-coffee-crystals-classic-roast-8-oz-prodid-354531
Garden Veggie Potato and Vegetable Ghosts and Bats Chips, 12 CT, 6 OZ	https://www.cvs.com/shop/garden-veggie-potato-and-vegetable-ghosts-and-bats-chips-12-ct-6-oz-prodid-501380
Gerber, 100% Pear Juice Concentrate, 32 FL OZ	https://www.cvs.com/shop/gerber-100-pear-juice-concentrate-32-fl-oz-prodid-490132
Ghirardelli Premium Milk Chocolate Sea salt Almond Bar, 3.5 OZ	https://www.cvs.com/shop/ghirardelli-premium-milk-chocolate-sea-salt-almond-bar-3-5-oz-prodid-486000
GoMacro Peanut Butter Chocolate Chip Macrobar, 2.3 OZ	https://www.cvs.com/shop/gomacro-peanut-butter-chocolate-chip-macrobar-2-3-oz-prodid-810332
Gold Emblem Raspberry Creme Shortbread Cookies, 10.6 oz	https://www.cvs.com/shop/gold-emblem-raspberry-creme-shortbread-cookies-10-6-oz-prodid-517367
Hershey's Assorted Flavored Halloween Candy, 75 CT, 34.12 OZ	https://www.cvs.com/shop/hershey-s-assorted-flavored-halloween-candy-75-ct-34-12-oz-prodid-669668
Hershey's Assorted Halloween Milk Chocolate and Fruit Flavors Bite Size, Candy Bulk Variety Bag, 180 CT, 55.35 OZ	https://www.cvs.com/shop/hershey-s-assorted-halloween-milk-chocolate-and-fruit-flavors-bite-size-candy-bulk-variety-bag-180-ct-55-35-oz-prodid-403379
Hershey's, Assorted Flavored Snack Size, Halloween Candy Variety Bag, 25 CT, 13.13 OZ	https://www.cvs.com/shop/hershey-s-assorted-flavored-snack-size-halloween-candy-variety-bag-25-ct-13-13-oz-prodid-187059
Hippeas Pops Cheezy Cheddar, 12 CT, 4 OZ	https://www.cvs.com/shop/hippeas-pops-cheezy-cheddar-12-ct-4-oz-prodid-335670
